symbol,name,exchange,assetType,ipoDate,delistingDate,status
COHU,Cohu Inc,NASDAQ,Stock,11/12/1986,null,Active
COKE,CocaCola Bottling Company Consolidated,NASDAQ,Stock,3/26/1990,null,Active
COLB,Columbia Banking System Inc,NASDAQ,Stock,6/16/1992,null,Active
COLD,Americold Realty Trust,NYSE,Stock,1/19/2018,null,Active
COLL,Collegium Pharmaceutical Inc,NASDAQ,Stock,5/7/2015,null,Active
COLM,Columbia Sportswear Company,NASDAQ,Stock,3/27/1998,null,Active
COMM,CommScope Holding Company Inc,NASDAQ,Stock,10/25/2013,null,Active
CONE,CyrusOne Inc,NASDAQ,Stock,1/18/2013,null,Active
CONN,Conns Inc,NASDAQ,Stock,11/25/2003,null,Active
COO,Cooper Companies Inc,NYSE,Stock,12/30/1983,null,Active
COOP,Mr Cooper Group Inc,NASDAQ,Stock,3/28/2012,null,Active
COP,ConocoPhillips,NYSE,Stock,12/31/1981,null,Active
COR,CoreSite Realty Corp,NYSE,Stock,9/23/2010,null,Active
CORE,CoreMark Holding Company Inc,NASDAQ,Stock,4/13/2005,null,Active
CORR,Corenergy Infrastructure Trust Inc,NYSE,Stock,2/2/2007,null,Active
CORR-P-A,CorEnergy Infrastructure Trust Inc Depositary Shares Series A,NYSE,Stock,1/26/2015,null,Active
CORT,Corcept Therapeutics Inc,NASDAQ,Stock,4/14/2004,null,Active
COST,Costco Wholesale Corp,NASDAQ,Stock,7/9/1986,null,Active
COTY,Coty Inc - Class A,NYSE,Stock,6/13/2013,null,Active
COUP,Coupa Software Inc,NASDAQ,Stock,10/6/2016,null,Active
COWN,Cowen Group Inc,NASDAQ,Stock,7/13/2006,null,Active
COWNL,Cowen Inc. 7.75 Senior Notes due 2033,NASDAQ,Stock,6/13/2018,null,Active
COWNZ,Cowen Inc 735 Senior Notes Due 2027,NASDAQ,Stock,12/15/2017,null,Active
CP,Canadian Pacific Railway Ltd,NYSE,Stock,12/30/1983,null,Active
CPA,Copa Holdings SA,NYSE,Stock,12/15/2005,null,Active
CPAA,Conyers Park Acquisition Corp,NASDAQ,Stock,9/15/2016,null,Active
CPAAU,Conyers Park Acquisition Corp. Unit,NASDAQ,Stock,7/15/2016,null,Active
CPAAW,Conyers Park Acquisition Corp. Warrant,NASDAQ,Stock,9/15/2016,null,Active
CPAC,Cementos Pacasmayo S.A.A.,NYSE,Stock,2/22/2012,null,Active
CPAH,CounterPath Corp,NASDAQ,Stock,4/7/2004,null,Active
CPB,Campbell Soup Company,NYSE,Stock,7/1/1985,null,Active
CPE,Callon Petroleum Company,NYSE,Stock,3/26/1990,null,Active
CPF,Central Pacific Financial Corp,NYSE,Stock,3/26/1990,null,Active
CPG,Crescent Point Energy Corp,NYSE,Stock,7/20/2006,null,Active
CPHC,Canterbury Park Holding Corp,NASDAQ,Stock,9/8/2008,null,Active
CPHI,China Pharma Holdings Inc,NYSE,Stock,4/17/2002,null,Active
CPIX,Cumberland Pharmaceuticals Inc,NASDAQ,Stock,8/11/2009,null,Active
CPK,Chesapeake Utilities Corp,NYSE,Stock,3/26/1990,null,Active
CPLG,CorePoint Lodging Inc,NYSE,Stock,5/31/2018,null,Active
CPLP,Capital Product Partners LP,NASDAQ,Stock,3/30/2007,null,Active
CPRI,Capri Holdings Ltd,NYSE,Stock,12/15/2011,null,Active
CPRT,Copart Inc,NASDAQ,Stock,3/17/1994,null,Active
CPRX,Catalyst Pharmaceuticals Inc,NASDAQ,Stock,11/8/2006,null,Active
CPS,CooperStandard Holdings Inc,NYSE,Stock,5/27/2010,null,Active
CPSH,CPS Technologies Corp,NASDAQ,Stock,5/9/1997,null,Active
CPSI,Computer Programs Systems Inc,NASDAQ,Stock,5/21/2002,null,Active
CPSR,Capstar Special Purpose Acquisition Corp Class A,NYSE,Stock,8/24/2020,null,Active
CPSR-U,Capstar Special Purpose Acquisition Corp Unit 1 Com & 12 Wt Exp 07092027,NYSE,Stock,7/2/2020,null,Active
CPSR-WS,Capstar Special Purpose Acquisition Corp - Warrants (07/09/2027),NYSE,Stock,8/24/2020,null,Active
CPSS,Consumer Portfolio Service Inc,NASDAQ,Stock,2/22/1993,null,Active
CPST,Capstone Turbine Corp,NASDAQ,Stock,6/30/2000,null,Active
CPT,Camden Property Trust,NYSE,Stock,7/22/1993,null,Active
CPTA,Capitala Finance Corp,NASDAQ,Stock,9/25/2013,null,Active
CPTAG,Capitala Finance Corp 575 Convertible Notes Due 2022,NASDAQ,Stock,6/2/2017,null,Active
CPTAL,Capitala Finance Corp 6 Notes Due 2022,NASDAQ,Stock,5/23/2017,null,Active
CPZ,Calamos LongShort Equity & Dynamic Income Trust,NASDAQ,Stock,11/26/2019,null,Active
CQP,Cheniere Energy Partners LP,NYSE,Stock,3/21/2007,null,Active
CR,Crane Company,NYSE,Stock,11/1/1984,null,Active
CRAI,CRA International Inc,NASDAQ,Stock,4/24/1998,null,Active
CRBP,Corbus Pharmaceuticals Holdings Inc,NASDAQ,Stock,11/11/2014,null,Active
CRC,Chromcraft Revington Inc,NYSE,Stock,11/13/2014,null,Active
CRD-A,Crawford & Co. - Class A,NYSE,Stock,3/19/1992,null,Active
CRD-B,Crawford & Co. - Class B,NYSE,Stock,1/12/1990,null,Active
CRDF,Cardiff Oncology Inc,NASDAQ,Stock,7/27/2004,null,Active
CREE,Cree Inc,NASDAQ,Stock,2/9/1993,null,Active
CREG,China Recycling Energy Corp,NASDAQ,Stock,11/24/2004,null,Active
CRESY,Cresud,NASDAQ,Stock,3/19/1997,null,Active
CREX,Creative Realities Inc,NASDAQ,Stock,5/31/2013,null,Active
CREXW,Creative Realities Inc Warrants 09112022,NASDAQ,Stock,11/15/2018,null,Active
CRH,CRH plc,NYSE,Stock,2/19/1993,null,Active
CRHC-U,Cohn Robbins Holdings Corp Units each consisting of one Class A ordinary share and onethird of one redeemable warrant,NYSE,Stock,9/9/2020,null,Active
CRHM,CRH Medical Corp,NYSE,Stock,9/3/2015,null,Active
CRI,Carters Inc,NYSE,Stock,10/24/2003,null,Active
CRIS,Curis Inc,NASDAQ,Stock,8/1/2000,null,Active
CRK,Comstock Resources Inc,NYSE,Stock,3/26/1990,null,Active
CRL,Charles River Laboratories,NYSE,Stock,6/23/2000,null,Active
CRM,Salesforce.Com Inc,NYSE,Stock,6/23/2004,null,Active
CRMD,CorMedix Inc,NYSE,Stock,5/13/2010,null,Active
CRMT,Americas Car Mart Inc,NASDAQ,Stock,11/9/1993,null,Active
CRNC,Cerence Inc,NASDAQ,Stock,9/16/2019,null,Active
CRNT,Ceragon Networks Ltd,NASDAQ,Stock,8/4/2000,null,Active
CRNX,Crinetics Pharmaceuticals Inc,NASDAQ,Stock,7/18/2018,null,Active
CRON,Cronos Group Inc,NASDAQ,Stock,7/12/2016,null,Active
CROX,Crocs Inc,NASDAQ,Stock,2/8/2006,null,Active
CRS,Carpenter Technology Corp,NYSE,Stock,11/5/1987,null,Active
CRSA,Crescent Acquisition Corp - Class A,NASDAQ,Stock,4/18/2019,null,Active
CRSAU,Crescent Acquisition Corp - Unit (1 Ordinary share Cls A & 1/2 Wrt),NASDAQ,Stock,3/8/2019,null,Active
CRSAW,Crescent Acquisition Corp - Warrants (08/03/2024),NASDAQ,Stock,4/17/2019,null,Active
CRSP,CRISPR Therapeutics AG,NASDAQ,Stock,10/19/2016,null,Active
CRSR,Corsair Gaming Inc,NASDAQ,Stock,9/23/2020,null,Active
CRT,Cross Timbers Royalty Trust,NYSE,Stock,2/28/1992,null,Active
CRTD,Creatd Inc,NASDAQ,Stock,12/6/2013,null,Active
CRTDW,Creatd Inc - Warrants (01/01/2025),NASDAQ,Stock,9/11/2020,null,Active
CRTO,Criteo SA ADR,NASDAQ,Stock,10/30/2013,null,Active
CRTX,Cortexyme Inc,NASDAQ,Stock,5/9/2019,null,Active
CRUS,Cirrus Logic Inc,NASDAQ,Stock,3/26/1990,null,Active
CRVL,CorVel Corp,NASDAQ,Stock,6/28/1991,null,Active
CRVS,Corvus Pharmaceuticals,NASDAQ,Stock,3/23/2016,null,Active
CRWD,Crowdstrike Holdings Inc - Class A,NASDAQ,Stock,6/12/2019,null,Active
CRWS,Crown Crafts Inc,NASDAQ,Stock,10/7/2003,null,Active
CRY,Cryolife Inc,NYSE,Stock,2/12/1993,null,Active
CS,Credit Suisse Group AG,NYSE,Stock,5/16/1995,null,Active
CSBR,Champions Oncology Inc,NASDAQ,Stock,2/2/2007,null,Active
CSCO,Cisco Systems Inc,NASDAQ,Stock,3/26/1990,null,Active
CSGP,CoStar Group Inc,NASDAQ,Stock,7/1/1998,null,Active
CSGS,CSG Systems International Inc,NASDAQ,Stock,2/28/1996,null,Active
CSII,Cardiovascular Systems Inc,NASDAQ,Stock,6/28/2006,null,Active
CSIQ,Canadian Solar Inc,NASDAQ,Stock,11/9/2006,null,Active
CSL,Carlisle Companies Inc,NYSE,Stock,11/5/1987,null,Active
CSLT,Castlight Health Inc,NYSE,Stock,3/14/2014,null,Active
CSOD,Cornerstone OnDemand Inc,NASDAQ,Stock,3/17/2011,null,Active
CSPI,CSP Inc,NASDAQ,Stock,3/27/1990,null,Active
CSPR,Casper Sleep Inc,NYSE,Stock,2/6/2020,null,Active
CSSE,Chicken Soup for the Soul Entertainment Inc Class A,NASDAQ,Stock,8/18/2017,null,Active
CSSEN,Chicken Soup For The Soul Entertainment Inc 9.50 Notes 2025,NASDAQ,Stock,7/21/2020,null,Active
CSSEP,Chicken Soup for the Soul Entertainment Inc 975 PRF PERPETUAL USD 25 Ser A,NASDAQ,Stock,6/27/2018,null,Active
CSTE,Caesarstone SdotYam Ltd,NASDAQ,Stock,3/22/2012,null,Active
CSTL,CASTELLE,NASDAQ,Stock,7/25/2019,null,Active
CSTM,Constellium NV,NYSE,Stock,5/23/2013,null,Active
CSTR,Outerwall Inc,NASDAQ,Stock,9/22/2016,null,Active
CSU,Capital Senior Living Corp,NYSE,Stock,10/31/1997,null,Active
CSV,Carriage Services Inc,NYSE,Stock,8/9/1996,null,Active
CSWC,Capital Southwest Corp,NASDAQ,Stock,3/27/1990,null,Active
CSWCL,Capital Southwest Corporation 595 Notes due 2022,NASDAQ,Stock,12/18/2017,null,Active
CSWI,Computer Softwr Innv,NASDAQ,Stock,10/1/2015,null,Active
CSX,CSX Corp,NASDAQ,Stock,11/3/1980,null,Active
CTA-P-A,EI du Pont de Nemours and Company Preferred Stock,NYSE,Stock,7/1/2002,null,Active
CTA-P-B,EI du Pont de Nemours and Company Preferred Stock,NYSE,Stock,1/2/1998,null,Active
CTAA,Qwest Corp 700 Nt 02012056,NYSE,Stock,2/1/2016,null,Active
CTAS,Cintas Corporation,NASDAQ,Stock,3/26/1990,null,Active
CTB,Cooper Tire Rubber Company,NYSE,Stock,11/5/1987,null,Active
CTBB,Qwest Corporation 65 Notes due 2056,NYSE,Stock,8/23/2016,null,Active
CTBI,Community Trust Bancorp Inc,NASDAQ,Stock,5/17/1993,null,Active
CTDD,Qwest Corporation 675 Notes due 2057,NYSE,Stock,4/28/2017,null,Active
CTEK,CynergisTek Inc,NYSE MKT,Stock,9/8/2017,null,Active
CTEST,,NYSE,Stock,7/25/2019,null,Active
CTG,Computer Task Group Inc,NASDAQ,Stock,1/5/1988,null,Active
CTHR,Charles & Colvard Ltd,NASDAQ,Stock,11/14/1997,null,Active
CTIB,Yunhong CTI Ltd,NASDAQ,Stock,5/29/2003,null,Active
CTIC,CTI BioPharma Corp,NASDAQ,Stock,3/21/1997,null,Active
CTK,COMPTEK RESEARCH INC,NYSE,Stock,9/28/2018,null,Active
CTLT,Catalent Inc,NYSE,Stock,7/31/2014,null,Active
CTMX,CytomX Therapeutics Inc,NASDAQ,Stock,10/8/2015,null,Active
CTO,CTO Realty Growth Inc,NYSE,Stock,9/8/1992,null,Active
CTRA,Contura Energy Inc,NYSE,Stock,8/18/2016,null,Active
CTRE,CareTrust REIT Inc,NASDAQ,Stock,5/29/2014,null,Active
CTRM,Central Mich Bk Tr Big Rpds Unfied,NASDAQ,Stock,2/11/2019,null,Active
CTRN,Citi Trends Inc,NASDAQ,Stock,5/18/2005,null,Active
CTS,CTS Corp,NYSE,Stock,11/5/1987,null,Active
CTSH,Cognizant Technology Solutions Corp,NASDAQ,Stock,6/19/1998,null,Active
CTSO,Cytosorbents Corp,NASDAQ,Stock,11/7/2013,null,Active
CTT,CatchMark Timber Trust Inc,NYSE,Stock,12/12/2013,null,Active
CTV,Qwest Corp 6875 Nt 10012054,NYSE,Stock,9/30/2014,null,Active
CTVA,Corteva Inc,NYSE,Stock,5/24/2019,null,Active
CTXR,Citius Pharmaceuticals Inc,NASDAQ,Stock,7/6/2017,null,Active
CTXRW,Citius Pharmaceuticals Inc Warrant,NASDAQ,Stock,8/3/2017,null,Active
CTXS,Citrix Systems Inc,NASDAQ,Stock,12/8/1995,null,Active
CTY,Qwest Corp Pfd,NYSE,Stock,5/24/2013,null,Active
CTZ,Qwest Corp 6625 Notes 2055,NYSE,Stock,9/22/2015,null,Active
CUB,Cubic Corp,NYSE,Stock,2/21/1989,null,Active
CUBB,,NYSE,Stock,12/23/2019,null,Active
CUBE,CubeSmart,NYSE,Stock,10/22/2004,null,Active
CUBI,Customers Bancorp Inc,NYSE,Stock,2/21/2012,null,Active
CUBI-P-C,Customers Bancorp Inc FixedtoFloating Rate NonCumulative Perpetual Preferred Stock Series C,NYSE,Stock,5/19/2015,null,Active
CUBI-P-D,Customers Bancorp Inc FixedtoFloating Rate NonCumulative Perpetual Preferred Stock Series D,NYSE,Stock,2/2/2016,null,Active
CUBI-P-E,Customers Bancorp Inc FixedtoFloating Rate NonCumulative Perpetual Preferred Stock Series E,NYSE,Stock,5/2/2016,null,Active
CUBI-P-F,Customers Bancorp Inc FixedtoFloating Rate NonCumulative Perpetual Preferred Stock Series F,NYSE,Stock,9/12/2016,null,Active
CUE,Cue Biopharma Inc,NASDAQ,Stock,1/2/2018,null,Active
CUK,Carnival plc,NYSE,Stock,10/23/2000,null,Active
CULP,Culp Inc,NYSE,Stock,3/26/1990,null,Active
CURO,CURO Group Holdings Corp,NYSE,Stock,12/7/2017,null,Active
CUTR,Cutera Inc,NASDAQ,Stock,3/31/2004,null,Active
CUZ,Cousins Properties Inc,NYSE,Stock,3/26/1990,null,Active
CVA,Covanta Holding Corporation,NYSE,Stock,3/17/1992,null,Active
CVAC,CureVac N.V.,NASDAQ,Stock,8/14/2020,null,Active
CVBF,CVB Financial Corp,NASDAQ,Stock,3/17/1992,null,Active
CVCO,Cavco Industries Inc,NASDAQ,Stock,7/1/2003,null,Active
CVCY,Central Valley Community Bancorp,NASDAQ,Stock,3/8/1999,null,Active
CVE,Cenovus Energy Inc,NYSE,Stock,11/17/2009,null,Active
CVEO,Civeo Corp,NYSE,Stock,5/19/2014,null,Active
CVET,Covetrus Inc,NASDAQ,Stock,2/5/2019,null,Active
CVGI,Commercial Vehicle Group Inc,NASDAQ,Stock,8/9/2004,null,Active
CVGW,Calavo Growers Inc,NASDAQ,Stock,7/22/2002,null,Active
CVI,CVR Energy Inc,NYSE,Stock,10/23/2007,null,Active
CVIA,Covia Holdings Corp,NYSE,Stock,6/1/2018,null,Active
CVLG,Covenant Logistics Group Inc Class A,NASDAQ,Stock,10/28/1994,null,Active
CVLT,Commvault Systems Inc,NASDAQ,Stock,9/22/2006,null,Active
CVLY,Codorus Valley Bancorp Inc,NASDAQ,Stock,4/25/1997,null,Active
CVM,CelSci Corp,NYSE,Stock,10/10/1991,null,Active
CVNA,Carvana Company Class A,NYSE,Stock,4/28/2017,null,Active
CVR,Chicago Rivet Machine Company,NYSE,Stock,2/28/1992,null,Active
CVS,CVS Caremark Corp,NYSE,Stock,12/17/1984,null,Active
CVTI,,NASDAQ,Stock,6/30/2020,null,Active
CVU,CPI Aerostructures Inc,NYSE,Stock,2/19/1993,null,Active
CVV,CVD Equipment Corp,NASDAQ,Stock,3/1/1999,null,Active
CVX,Chevron Corp,NYSE,Stock,1/2/1970,null,Active
CW,CurtissWright Corp,NYSE,Stock,11/5/1987,null,Active
CWBC,Community West Bancshares,NASDAQ,Stock,11/19/1996,null,Active
CWBR,CohBar Inc,NASDAQ,Stock,1/28/2015,null,Active
CWCO,Consolidated Water Company. Ltd,NASDAQ,Stock,6/1/1995,null,Active
CWEN,Clearway Energy Inc Class C,NYSE,Stock,7/17/2013,null,Active
CWEN-A,Clearway Energy Inc Class A,NYSE,Stock,5/15/2015,null,Active
CWENA,Clearway Energy Inc Class A,NYSE,Stock,5/15/2015,null,Active
CWH,CommonWealth REIT,NYSE,Stock,10/7/2016,null,Active
CWK,Cushman & Wakefield plc,NYSE,Stock,8/2/2018,null,Active
CWST,Casella Waste Systems Inc - Class A,NASDAQ,Stock,10/29/1997,null,Active
CWT,California Water Service Group,NYSE,Stock,3/26/1990,null,Active
CX,Cemex SAB de CV ADR,NYSE,Stock,9/15/1999,null,Active
CXDC,China XD Plastics Company Ltd,NASDAQ,Stock,9/27/2007,null,Active
CXDO,Crexendo Inc,NASDAQ,Stock,1/4/2016,null,Active
CXO,Concho Resources Inc,NYSE,Stock,8/3/2007,null,Active
CXP,Columbia Property Trust Inc,NYSE,Stock,10/10/2013,null,Active
CXW,Corrections Corp Of America,NYSE,Stock,7/15/1997,null,Active
CYAD,Celyad SA,NASDAQ,Stock,6/19/2015,null,Active
CYAN,Cyanotech Corp,NASDAQ,Stock,6/22/1993,null,Active
CYBE,CyberOptics Corp,NASDAQ,Stock,11/19/1991,null,Active
CYBR,CyberArk Software Ltd,NASDAQ,Stock,9/24/2014,null,Active
CYCC,Cyclacel Pharmaceuticals Inc,NASDAQ,Stock,5/5/2004,null,Active
CYCCP,Cyclacel Pharmaceuticals Inc,NASDAQ,Stock,11/30/2005,null,Active
CYCN,Cyclerion Therapeutics Inc,NASDAQ,Stock,4/2/2019,null,Active
CYD,China Yuchai International Ltd,NYSE,Stock,12/19/1994,null,Active
CYH,Community Health Systems,NYSE,Stock,6/9/2000,null,Active
CYRN,CYREN Ltd,NASDAQ,Stock,7/13/1999,null,Active
CYRX,Cryoport Inc,NASDAQ,Stock,2/3/2005,null,Active
CYRXW,CryoPort Inc Wt Exp 06302020,NASDAQ,Stock,7/24/2015,null,Active
CYTK,Cytokinetics Inc,NASDAQ,Stock,4/29/2004,null,Active
CZNC,Citizens Northern Corp,NASDAQ,Stock,5/30/1996,null,Active
CZR,Caesars Entertainment Inc New Com,NASDAQ,Stock,9/22/2014,null,Active
CZWI,Citizens Community Bancorp Inc MD,NASDAQ,Stock,3/30/2004,null,Active
CZZ,Cosan LimitedUSA,NYSE,Stock,9/4/2007,null,Active
D,Dominion Resources Inc,NYSE,Stock,10/3/1984,null,Active
DAC,Danaos Corp,NYSE,Stock,10/16/2006,null,Active
DADA,Dada Nexus Ltd ADS,NASDAQ,Stock,6/5/2020,null,Active
DAIO,Data io Corp,NASDAQ,Stock,3/26/1990,null,Active
DAKT,Daktronics Inc,NASDAQ,Stock,2/10/1994,null,Active
DAL,Delta Air Lines Inc,NYSE,Stock,5/3/2007,null,Active
DAN,Dana Holding Corp,NYSE,Stock,1/2/2008,null,Active
DAO,Youdao Inc ADS Sponsored Repstg Ord Cl A,NYSE,Stock,10/25/2019,null,Active
DAR,Darling International Inc,NYSE,Stock,9/9/1994,null,Active
DARE,Dare Bioscience Inc,NASDAQ,Stock,4/10/2014,null,Active
DAVA,Endava plc American Depositary Shares each representing one Class A,NYSE,Stock,7/27/2018,null,Active
DB,Deutsche Bank AG,NYSE,Stock,11/18/1996,null,Active
DBD,Diebold Inc,NYSE,Stock,12/31/1981,null,Active
DBI,Designer Brands Inc - Class A,NYSE,Stock,6/29/2005,null,Active
DBVT,DBV Technologies SA,NASDAQ,Stock,10/22/2014,null,Active
DBX,Dropbox Inc,NASDAQ,Stock,3/23/2018,null,Active
DCI,Donaldson Company Inc,NYSE,Stock,6/18/1987,null,Active
DCO,Ducommun Inc,NYSE,Stock,5/3/1973,null,Active
DCOM,Dime Community Bancshares Inc,NASDAQ,Stock,6/26/1996,null,Active
DCOMP,,NASDAQ,Stock,1/30/2020,null,Active
DCP,DCP Midstream Partners LP Partnership LP,NYSE,Stock,12/6/2005,null,Active
DCP-P-B,DCP Midstream LP 7875 Series B FixedtoFloating Rate Cumulative Redeemable Perpetual Preferred Units,NYSE,Stock,5/17/2018,null,Active
DCP-P-C,DCP Midstream LP 795 Series C FixedtoFloating Rate Cumulative Redeemable Perpetual Preferred Units,NYSE,Stock,10/3/2018,null,Active
DCPH,Deciphera Pharmaceuticals Inc,NASDAQ,Stock,9/28/2017,null,Active
DCT,Duck Creek Technologies Inc,NASDAQ,Stock,12/13/2006,null,Active
DCTH,Delcath Systems Inc,NASDAQ,Stock,5/2/2002,null,Active
DCUE,Dominion Energy Inc 2019 Series A Corporate Units,NYSE,Stock,6/12/2019,null,Active
DD,DuPont de Nemours Inc,NYSE,Stock,6/3/2019,null,Active
DDD,3D Systems Corp,NYSE,Stock,11/5/1990,null,Active
DDOG,Datadog Inc - Class A,NASDAQ,Stock,9/19/2019,null,Active
DDS,Dillard`s Inc - Class A,NYSE,Stock,6/30/1989,null,Active
DDT,Dillards Capital Trust I,NYSE,Stock,10/14/1998,null,Active
DE,Deere & Company,NYSE,Stock,6/1/1972,null,Active
DEA,Easterly Government Properties Inc,NYSE,Stock,2/6/2015,null,Active
DECK,Deckers Outdoor Corp,NYSE,Stock,10/15/1993,null,Active
DEH,D8 Holdings Corp - Class A,NYSE,Stock,9/4/2020,null,Active
DEH-U,D8 Holdings Corp. Units each consisting of one Class A ordinary share and onehalf of one redeemable warrant,NYSE,Stock,7/15/2020,null,Active
DEH-WS,D8 Holdings Corp - Warrants (05/08/2027),NYSE,Stock,9/4/2020,null,Active
DEI,Douglas Emmett Inc,NYSE,Stock,10/25/2006,null,Active
DELL,Dell Technologies Inc Class C,NYSE,Stock,12/21/2018,null,Active
DEN,Denbury Inc - New,NYSE,Stock,9/21/2020,null,Active
DENN,Dennys Corp,NASDAQ,Stock,1/8/1998,null,Active
DEO,Diageo plc,NYSE,Stock,5/13/1996,null,Active
DESP,Despegarcom Corp,NYSE,Stock,9/20/2017,null,Active
DFEB,FT Cboe Vest U.S. Equity Deep Buffer ETF - February,BATS,Stock,2/24/2020,null,Active
DFFN,Diffusion Pharmaceuticals Inc,NASDAQ,Stock,1/4/2016,null,Active
DFHT,Deerfield Healthcare Technology Acquisitions Corp - Class A,NASDAQ,Stock,9/21/2020,null,Active
DFHTU,Deerfield Healthcare Technology Acquisitions Corp. Unit,NASDAQ,Stock,7/17/2020,null,Active
DFIN,Donnelley Financial Solutions Inc,NYSE,Stock,10/3/2016,null,Active
DFNS,LGL Systems Acquisition Corp Class A,NYSE,Stock,3/23/2020,null,Active
DFNS-U,LGL Systems Acquisition Corp Units,NYSE,Stock,11/7/2019,null,Active
DFNS-WS,LGL Systems Acquisition Corp. Redeemable Warrants each whole warrant exercisable for shares of Class A Common Stock at an exercise price of 11.50 per share,NYSE,Stock,4/6/2020,null,Active
DFPH,DFP Healthcare Acquisitions Corp,NASDAQ,Stock,6/4/2020,null,Active
DFPHU,DFP Healthcare Acquisitions Corp Unit 1 Com Cl A & 14 Wt Exp 03312025,NASDAQ,Stock,3/11/2020,null,Active
DFPHW,DFP Healthcare Acquisitions Corp Wt Exp 03312025,NASDAQ,Stock,6/4/2020,null,Active
DFS,Discover Financial Services,NYSE,Stock,6/14/2007,null,Active
DG,Dollar General Corp,NYSE,Stock,11/13/2009,null,Active
DGICA,Donegal Group Inc,NASDAQ,Stock,4/24/2001,null,Active
DGICB,Donegal Group Inc,NASDAQ,Stock,3/26/1990,null,Active
DGII,Digi International Inc,NASDAQ,Stock,3/26/1990,null,Active
DGLD,,NASDAQ,Stock,6/30/2020,null,Active
DGLY,Digital Ally Inc,NASDAQ,Stock,5/16/2007,null,Active
DGNR-U,Dragoneer Growth Opportunities Corp,NYSE,Stock,8/14/2020,null,Active
DGX,Quest Diagnostics Inc,NYSE,Stock,12/26/1996,null,Active
DHC,Senior Housing Properties Trust,NASDAQ,Stock,2/23/2000,null,Active
DHCNI,Senior Housing Properties Trust 5625 Senior Notes due 2042,NASDAQ,Stock,7/23/2012,null,Active
DHCNL,Senior Housing Properties Trust 625 Senior Notes Due 2046,NASDAQ,Stock,2/22/2016,null,Active
DHI,DR Horton Inc,NYSE,Stock,6/5/1992,null,Active
DHIL,Diamond Hill Investment Group Inc,NASDAQ,Stock,5/9/1997,null,Active
DHR,Danaher Corp,NYSE,Stock,11/5/1987,null,Active
DHR-P-A,Danaher Corporation 475 Mandatory Convertible Preferred Stock Series A,NYSE,Stock,2/27/2019,null,Active
DHR-P-B,,NYSE,Stock,5/8/2020,null,Active
DHT,DHT Holdings Inc,NYSE,Stock,10/13/2005,null,Active
DHX,DICE HOLDINGS INC,NYSE,Stock,7/26/2007,null,Active
DIN,DineEquity Inc,NYSE,Stock,7/12/1991,null,Active
DIOD,Diodes Inc,NASDAQ,Stock,3/17/1992,null,Active
DIS,The Walt Disney Company,NYSE,Stock,1/2/1962,null,Active
DISCA,Discovery Communications Inc,NASDAQ,Stock,7/8/2005,null,Active
DISCB,Discovery Communications Inc,NASDAQ,Stock,11/10/2005,null,Active
DISCK,Discovery Communications Inc,NASDAQ,Stock,9/18/2008,null,Active
DISH,DISH Network Corp,NASDAQ,Stock,6/21/1995,null,Active
DISHR,DISH Network Corp Rt,NASDAQ,Stock,11/25/2019,null,Active
DIT,AMCON Distributing Company,NYSE,Stock,8/4/1995,null,Active
DJCB,UBS AG London Branch ETRACS Bloomberg Commodity Index Total Return ETN Ser B 10312039,NYSE ARCA,Stock,10/25/2019,null,Active
DJCO,Daily Journal Corp,NASDAQ,Stock,2/25/1992,null,Active
DJUL,FT Cboe Vest U.S. Equity Deep Buffer ETF - July,BATS,Stock,7/20/2020,null,Active
DK,Delek US Holdings Inc,NYSE,Stock,5/4/2006,null,Active
DKL,Delek Logistics Partners LP,NYSE,Stock,11/2/2012,null,Active
DKNG,DraftKings Inc Class A,NASDAQ,Stock,7/25/2019,null,Active
DKS,Dicks Sporting Goods Inc,NYSE,Stock,10/16/2002,null,Active
